id,sender_id,receiver_id,amount,start_time
2230,953,3459,98792,2233475
2231,5904,254,101291,2233697
2232,464,5763,100142,2234145
2233,2273,4003,100424,2234572
2234,4282,4735,99335,2234583
2235,5196,1324,101212,2234927
2236,4726,5387,99924,2236996
2237,1239,2867,100437,2237699
2238,1311,3422,100468,2238286
2239,364,5937,98600,2243546
2240,651,2356,100894,2244689
2241,488,809,100205,2245159
2242,4470,3667,100337,2246699
2243,5359,3268,100553,2250365
2244,4832,5835,98292,2250403
2245,3111,5828,98499,2250734
2246,5735,3328,99955,2251131
2247,4573,4581,100454,2251778
2248,5083,2421,99608,2252304
2249,1917,4375,100243,2253536
2250,5652,2838,98207,2254497
2251,512,495,98817,2254784
2252,732,3553,100732,2254803
2253,2328,5651,100791,2255047
2254,4078,1762,100737,2255193
2255,3593,4268,102955,2257176
2256,620,2155,101716,2257329
2257,3530,2541,101338,2257948
2258,4181,82,99236,2258376
2259,5395,457,99456,2259107
2260,447,4279,98638,2260801
2261,767,2049,100027,2261673
2262,3744,5346,99397,2261816
2263,3345,3720,100001,2261837
2264,4513,2602,99672,2262488
2265,837,5742,98384,2266730
2266,4268,2337,99913,2267819
2267,2011,1498,99422,2268279
2268,2223,3175,101261,2269421
2269,143,1859,98929,2270714
2270,4570,4286,98777,2270779
2271,892,276,98889,2270957
2272,2819,1136,101444,2272081
2273,3248,572,99793,2273088
2274,5501,2588,100777,2277136
2275,3721,759,101356,2278663
2276,5889,147,99072,2279336
2277,1656,1051,102403,2279391
2278,1458,4020,97627,2279655
2279,2665,2766,99282,2280499
2280,609,5037,99887,2281757
2281,5512,317,99533,2282300
2282,5625,2667,100600,2282475
2283,1383,2131,101223,2282503
2284,2829,1944,98647,2284771
2285,2664,5846,100395,2285262
2286,5005,5736,101099,2288067
2287,4993,2718,98689,2289420
2288,3581,2908,98953,2289995
2289,328,2242,101426,2290384
2290,1560,2066,99414,2291239
2291,4576,2012,100258,2291699
2292,257,773,98944,2292604
2293,3334,1725,98838,2294964
2294,5183,993,98464,2295985
2295,3270,628,99345,2296180
2296,4320,3205,99133,2296771
2297,1331,235,99370,2297068
2298,531,4052,100316,2297214
2299,1628,3953,102463,2297402
2300,4363,1311,98501,2297599
2301,2354,4408,100808,2298603
2302,3280,3752,99317,2298676
2303,2504,529,98033,2299696
2304,1391,1580,99385,2300631
2305,2300,573,101059,2300654
2306,5502,1893,100105,2302152
2307,3468,901,99675,2302507
2308,4492,3196,98675,2302591
2309,355,3370,97968,2302847
2310,1444,5278,101604,2303908
2311,2397,5475,100930,2305281
2312,5866,1289,101959,2305433
2313,5752,2462,101451,2306259
2314,1267,400,99039,2309197
2315,2268,2458,101482,2309616
2316,2426,1831,101336,2309758
2317,5310,119,99909,2310061
2318,4383,364,99845,2310311
2319,4521,186,101201,2314531
2320,2293,1414,100334,2316061
2321,2064,1675,98750,2316219
2322,5615,269,99503,2316257
2323,5373,5741,99475,2316685
2324,2486,4356,100591,2317125
2325,3686,629,100687,2318591
2326,778,4167,100553,2318741
2327,1097,1331,101775,2319806
2328,572,3411,99073,2322224
2329,11,3783,98362,2324821
2330,5041,5881,100860,2325649
2331,3702,3487,98983,2325845
2332,4874,1306,98531,2328651
2333,5297,3698,100212,2330917
2334,1489,2180,101021,2332581
2335,5065,917,100182,2333857
2336,3665,5583,99404,2333926
2337,3098,4681,99456,2337192
2338,2899,3096,98537,2337587
2339,4580,5932,100361,2338009
2340,829,252,98756,2338274
2341,3039,579,98101,2340133
2342,561,494,101494,2340313
2343,1355,4318,99603,2342755
2344,4437,4028,99890,2342795
2345,3502,2964,100582,2343066
2346,4108,1213,100858,2343849
2347,2486,3300,101843,2347018
2348,937,962,99941,2347727
2349,5569,5727,99600,2348209
2350,3680,3135,100341,2350513
2351,1738,141,100982,2351428
2352,3941,5685,102048,2352601
2353,2628,2478,101093,2355217
2354,4114,2580,99519,2355345
2355,5362,1383,99532,2355905
2356,4028,3236,100860,2356638
2357,3417,4931,100814,2357214
2358,4231,2011,100278,2357583
2359,2779,4748,100322,2363373
2360,230,606,97917,2363647
2361,5495,2967,100063,2363673
2362,1255,4567,99620,2363968
2363,4076,4285,101146,2364083
2364,5600,232,100668,2365073
2365,5992,3579,99549,2365705
2366,2164,4205,98985,2366032
2367,275,4669,101981,2366296
2368,5464,3024,99612,2366777
2369,4058,3467,98153,2368973
2370,2090,113,101688,2369047
2371,5653,232,101195,2370001
2372,44,3757,99956,2370590
2373,2176,5822,100134,2371038
2374,2400,3018,101504,2371175
2375,481,2189,98696,2371196
2376,1898,542,98718,2373175
2377,1588,589,100324,2374060
2378,5529,1505,100733,2374284
2379,2915,4615,99856,2374753
2380,134,5228,100051,2374928
2381,397,1478,98432,2374934
2382,434,3676,99636,2375479
2383,4722,733,101297,2377595
2384,1453,5237,100108,2378089
2385,5252,2597,100268,2378093
2386,4566,726,100362,2378726
2387,5204,5313,98110,2379108
2388,2161,799,100092,2380975
2389,4412,4343,99023,2381628
2390,3599,2993,101723,2382557
2391,5661,73,99787,2382826
2392,311,3481,99808,2384249
2393,3135,1657,100912,2387362
2394,3768,2650,100554,2388006
2395,1659,861,99344,2388040
2396,4762,4694,100421,2388174
2397,5514,5808,99518,2388414
2398,4095,1992,101023,2388604
2399,5239,1638,101679,2388908
2400,5137,5535,99329,2389334
2401,4383,2459,101261,2391128
2402,4504,3259,99376,2391910
2403,563,4605,99981,2392694
2404,3336,1210,100671,2393770
2405,2999,432,99279,2393884
2406,2404,1188,98904,2396853
2407,5106,1316,100113,2397070
2408,4818,1783,98570,2398412
2409,4080,699,100658,2398760
2410,1869,4102,99509,2398848
2411,2626,4127,100189,2399153
2412,2905,2674,99751,2399261
2413,1218,694,99988,2400080
2414,3735,5863,100065,2400144
2415,5454,5925,99903,2401022
2416,3787,3473,99128,2401137
2417,2392,658,100752,2404214
2418,1946,1511,99088,2405450
2419,618,2815,99658,2405804
2420,5344,175,100517,2406369
2421,304,2738,100031,2410011
2422,2273,108,96447,2410650
2423,5138,1716,100637,2410967
2424,283,4117,101404,2412454
2425,4357,2915,100113,2414951
2426,2898,4099,99657,2414958
2427,3548,2853,99164,2416826
2428,4378,2975,99355,2416926
2429,1152,1893,99723,2417442
2430,3931,3021,100211,2418658
2431,3991,1940,99516,2420628
2432,2255,941,99792,2421809
2433,4420,3976,99642,2422085
2434,1084,3788,99648,2422483
2435,5158,5222,99360,2424589
2436,1009,4084,101329,2425516
2437,2973,335,98806,2426264
2438,5008,3978,99059,2426696
2439,363,685,98598,2426709
2440,1468,4000,98564,2427139
2441,3237,4719,99817,2427695
2442,3504,2374,100797,2428920
2443,5445,5512,99059,2431749
2444,3057,1023,100393,2432745
2445,4907,118,99102,2433601
2446,3926,3337,100615,2434259
2447,5784,322,100578,2434379
2448,3027,4300,99063,2434874
2449,5643,5019,98046,2436071
2450,5187,1323,100321,2437827
2451,1707,4089,100223,2438440
2452,1211,2647,100312,2438700
2453,3827,5074,101133,2439503
2454,5219,4120,101320,2439670
2455,3854,5815,99845,2440372
2456,4383,1807,99253,2440526
2457,1768,5070,99394,2440767
2458,5561,5060,99657,2443575
2459,3282,264,98318,2443717
2460,5063,495,100865,2444993
2461,5809,1665,99663,2446818
2462,3540,3863,101401,2447523
2463,746,3245,101321,2448051
2464,3966,5485,100342,2449502
2465,814,1083,100591,2451454
2466,4712,5546,99916,2453530
2467,3198,4090,99630,2454302
2468,3000,4681,100006,2454357
2469,4610,1151,99179,2455587
2470,3232,1997,99800,2456310
2471,4353,5022,101230,2457453
2472,220,2482,99885,2458225
2473,3726,849,100497,2458599
2474,1486,3425,98635,2459567
2475,3304,5842,98738,2459665
2476,5476,5007,99254,2459841
2477,5847,2527,101047,2461967
2478,2453,2502,100661,2463693
2479,5294,1004,98111,2464875
2480,1234,481,99808,2465618
2481,1324,1276,100902,2468968
2482,276,453,100307,2469854
2483,89,5174,99904,2469931
2484,3009,4821,99920,2470480
2485,1936,177,100154,2474529
2486,5583,5833,100075,2476373
2487,855,4491,99171,2476973
2488,3111,3395,101037,2477929
2489,5512,1280,97320,2479277
2490,4739,5142,97828,2480396
2491,835,5314,100217,2480531
2492,5914,4943,99989,2481055
2493,620,2251,99493,2481489
2494,423,5585,100229,2483454
2495,5152,234,98649,2485403
2496,2081,2619,101299,2486231
2497,2746,4781,100923,2487398
2498,2924,3368,101429,2489215
2499,952,34,99599,2489707
2500,1330,4706,101046,2490971
2501,3970,1516,100018,2492044
2502,4440,4059,100883,2492675
2503,4234,4241,100202,2492945
2504,470,1836,99964,2493121
2505,1269,2509,100073,2493580
2506,3412,128,100621,2495918
2507,5408,4067,99265,2496373
2508,4021,5553,100366,2496463
2509,1344,2161,98847,2496841
2510,2721,5420,99994,2498872
2511,1320,1702,98602,2499253
2512,1859,3186,100875,2499912
2513,4910,3783,99539,2500030
2514,2248,4480,99396,2500489
2515,4463,5041,99840,2500620
2516,5660,5605,101005,2501079
2517,3829,3920,100381,2501276
2518,2127,1725,97306,2502367
2519,3494,338,100076,2503447
2520,4485,3714,100276,2504471
2521,943,4391,100870,2505967
2522,2170,5940,98963,2506788
2523,1908,2028,98534,2508153
2524,5438,2450,99228,2508811
2525,1032,5880,99748,2508896
2526,2218,175,99700,2509091
2527,2464,788,99424,2510126
2528,953,5876,98898,2511290
2529,4800,5035,98358,2511817
2530,2120,780,99518,2513321
2531,4321,1063,99848,2513638
2532,17,5119,99689,2515874
2533,4913,345,99624,2515957
2534,1593,5426,98450,2516228
2535,1030,4990,101408,2516258
2536,2862,5624,100842,2516362
2537,5803,4546,98240,2516790
2538,3019,4946,99446,2517504
2539,3891,2654,99515,2517847
2540,3813,4095,99266,2518994
2541,4927,4579,99730,2520300
2542,4071,4313,99665,2521114
2543,4537,5154,100420,2521906
2544,5341,4736,99874,2523485
2545,1520,203,99955,2525396
2546,2377,2520,100314,2528281
2547,1131,4682,101476,2528435
2548,2954,1310,97810,2529305
2549,1550,3583,100948,2529697
2550,725,4548,101756,2535105
2551,3328,2891,100924,2535375
2552,3990,3160,100529,2535655
2553,2357,4044,99607,2536425
2554,113,4904,99366,2539221
2555,78,1955,98120,2539493
2556,312,3203,100866,2540772
2557,4507,5427,99671,2541276
2558,657,3424,100058,2542332
2559,3392,5498,98146,2544469
2560,4026,2771,99559,2545017
2561,5727,924,98673,2545206
2562,3294,420,100505,2547429
2563,2276,3487,101416,2547584
2564,5177,5534,100188,2550744
2565,5793,3768,99090,2555621
2566,5949,3297,99663,2555912
2567,5187,191,100104,2557989
2568,3319,632,99919,2558682
2569,3576,4830,99227,2558699
2570,3380,4190,101575,2559501
2571,616,2152,98242,2560074
2572,2077,3080,100604,2562644
2573,2221,626,99871,2562880
2574,4121,1758,100154,2565560
2575,1072,353,99096,2565778
2576,463,329,99079,2566687
2577,4724,4391,100359,2566692
2578,2121,4731,100857,2566741
2579,2138,4920,98380,2567264
2580,1331,336,100576,2567385
2581,2764,1763,98987,2569315
2582,5031,1318,100604,2569797
2583,5526,2586,99222,2571509
2584,1903,2876,101174,2571577
2585,3760,2029,99994,2574976
2586,40,512,101323,2575222
2587,640,1281,98893,2577904
2588,770,4304,99563,2578742
2589,4389,1030,98535,2579780
2590,4064,1180,98478,2579951
2591,1214,495,100850,2580433
2592,1452,68,100015,2582662
2593,5871,960,100013,2583108
2594,714,68,99820,2584299
2595,4277,1630,100481,2584400
2596,5040,210,99989,2584895
2597,1056,746,100134,2585453
2598,973,13,100272,2585750
2599,5192,3066,100960,2588253
2600,3233,3897,100764,2590182
2601,4525,1472,99039,2591480
2602,3364,3492,99438,2591875
2603,422,5693,98052,2592159
2604,2817,2520,99460,2593273
2605,3632,1605,98908,2593906
2606,2005,1421,100385,2594278
2607,5453,3972,97884,2594441
2608,3542,5224,99615,2595328
2609,5046,2984,101117,2596359
2610,4792,4856,100048,2599327
2611,4982,5508,99803,2599912
2612,4427,2047,100196,2601251
2613,1886,2256,100662,2602463
2614,5239,3757,99023,2602765
2615,5965,3009,99215,2603370
2616,3471,2026,101855,2603654
2617,2221,2682,98878,2604624
2618,3139,3410,99972,2606360
2619,5407,26,99151,2606847
2620,153,5347,101086,2610791
2621,2427,2765,99736,2610979
2622,2451,4961,99770,2611850
2623,1336,716,99647,2612229
2624,879,351,101063,2612359
2625,1270,520,101395,2612958
2626,2470,4572,98414,2614467
2627,5720,5216,101395,2614779
2628,1285,3943,98884,2614783
2629,5773,4779,98509,2615856
2630,5926,909,98349,2616030
2631,1566,4224,99659,2616977
2632,2803,1489,101079,2619010
2633,1450,2819,101216,2619046
2634,4845,1408,99189,2619533
2635,5091,4126,100625,2624044
2636,1092,1238,100684,2624224
2637,101,1946,101465,2624470
2638,1541,4722,100714,2625278
2639,5723,5965,101138,2628238
2640,4067,3777,100110,2628691
2641,663,3016,101452,2629368
2642,3843,5041,99209,2631778
2643,1390,3413,100388,2633956
2644,679,159,97834,2634063
2645,1906,4459,101046,2634606
2646,3142,4254,101820,2634675
2647,3227,3391,99468,2635590
2648,494,2872,100369,2636950
2649,3608,2228,98663,2638592
2650,3080,3300,100460,2639238
2651,4866,5771,99018,2639942
2652,4191,330,99419,2641239
2653,5737,2771,100088,2641608
2654,3694,3704,99855,2647050
2655,4911,1530,100937,2648602
2656,759,5289,99702,2649277
2657,3203,1732,100009,2649843
2658,613,2539,98928,2650155
2659,105,3494,98758,2653224
2660,5779,3193,102146,2654434
2661,2337,5599,99304,2654538
2662,3097,4546,100675,2654609
2663,2146,4523,99840,2656355
2664,4186,1763,99928,2657448
2665,2943,5837,98614,2658630
2666,1556,1050,100000,2659007
2667,1504,5000,100073,2659298
2668,2316,2377,99441,2663028
2669,1514,4453,98363,2663890
2670,5539,3497,98279,2664198
2671,1203,2892,99619,2664548
2672,1816,4395,99094,2666119
2673,1665,2121,98819,2666438
2674,5784,4363,99130,2667708
2675,3229,5111,100819,2668501
2676,1300,5368,102012,2669439
2677,5429,3552,98896,2670065
2678,3193,5604,98332,2671018
2679,5722,2791,99999,2671025
2680,2960,1724,100724,2671267
2681,3275,2305,98330,2674490
2682,1791,4654,100799,2674760
2683,5533,2576,100589,2674908
2684,1143,1522,100109,2675004
2685,3562,3977,99100,2675670
2686,2754,5105,101267,2678102
2687,5324,5049,99103,2679171
2688,5288,443,99409,2679387
2689,1614,4038,100521,2680014
2690,3919,922,101554,2680058
2691,431,2276,99664,2680523
2692,1466,1537,97615,2680740
2693,3065,5606,98684,2681202
2694,4265,1318,100649,2681336
2695,1657,2543,98271,2682146
2696,3340,5793,99758,2682538
2697,469,1254,98940,2682896
2698,2205,3694,100234,2684846
2699,2404,5879,99841,2686443
2700,1779,5037,100788,2687732
2701,1350,5215,99333,2687832
2702,2396,2045,100685,2688083
2703,1288,2895,100807,2688152
2704,3631,4377,100639,2688829
2705,5377,5887,99910,2689476
2706,2495,5339,99389,2691441
2707,3208,4617,99841,2693924
2708,1577,5089,100628,2694736
2709,4996,1940,98745,2694821
2710,3778,2315,101390,2695412
2711,1894,2544,100138,2696244
2712,403,2252,100929,2698997
2713,3377,889,101010,2701701
2714,1192,1760,102414,2702376
2715,791,1410,100523,2704882
2716,5027,1225,99445,2705586
2717,2269,2813,99969,2705615
2718,288,1731,100833,2706893
2719,5748,3247,101796,2707104
2720,5347,5034,99091,2708267
2721,2574,2056,100507,2709237
2722,5280,4005,100437,2709995
2723,1396,5943,99301,2712697
2724,501,357,98387,2714625
2725,632,2393,101217,2715540
2726,1764,2178,99681,2715654
2727,1501,5218,100069,2716157
2728,3308,2388,99731,2716380
2729,1441,5178,98971,2718493
2730,4953,5597,100227,2723906
2731,1623,2831,100560,2724170
2732,494,5386,100271,2724345
2733,3526,2709,100563,2724885
2734,4362,3802,100806,2725358
2735,5445,386,100360,2726103
2736,2708,1207,98304,2726179
2737,4116,1164,100544,2727336
2738,5496,5130,101400,2728197
2739,1312,2056,99573,2729120
2740,3053,442,101325,2732547
2741,1192,4576,98889,2733087
2742,1439,601,100749,2733301
2743,3736,4215,100153,2734110
2744,418,2100,99485,2734378
2745,3284,4530,100034,2736121
2746,2529,5149,99457,2736216
2747,3634,1494,100161,2742456
2748,5298,3861,100337,2742759
2749,5853,3805,100028,2743530
2750,2683,831,100264,2743943
2751,5062,3477,99032,2744185
2752,4866,3506,100976,2745943
2753,1353,5535,99786,2747490
2754,1573,4087,99309,2747589
2755,4091,3956,100497,2747852
2756,2983,4000,98653,2747989
2757,988,2008,98247,2748363
2758,3218,1306,98394,2750171
2759,3755,4211,99951,2750199
2760,3600,5461,101444,2750444
2761,691,4457,100553,2751307
2762,4261,621,99142,2751622
2763,4027,614,101501,2751832
2764,2661,960,100348,2751892
2765,5381,3929,99298,2754330
2766,5272,1076,98222,2757808
2767,3682,517,97504,2758318
2768,1714,2904,99773,2759555
2769,2773,3378,98447,2761163
2770,628,5098,99482,2762454
2771,5575,1219,99875,2763129
2772,3683,1780,101464,2763745
2773,22,4241,100371,2764228
2774,1132,5395,100314,2765394
2775,2137,3812,99897,2766162
2776,602,4788,98347,2767658
2777,2654,55,98095,2771016
2778,1202,1534,100314,2771928
2779,5686,4129,100885,2772150
2780,3530,5460,100052,2772785
2781,397,1047,100739,2772912
2782,5864,1913,101230,2774535
2783,1942,4067,100046,2775190
2784,867,146,98605,2776717
2785,5219,3553,98709,2780782
2786,4432,2235,99764,2781027
2787,691,5197,99216,2781633
2788,87,5557,100384,2781770
2789,2472,1543,100027,2781918
2790,3371,3341,101227,2783055
2791,1846,5341,99361,2784297
2792,778,5302,100493,2784717
2793,2779,1869,100369,2785059
2794,5699,5507,101568,2789161
2795,4259,5716,99379,2789431
2796,1809,159,99617,2790310
2797,4519,1051,99445,2790866
2798,3274,1957,99251,2791791
2799,3904,1528,98380,2793227
2800,3686,2051,99459,2793571
2801,1646,5901,100636,2794040
2802,1384,1905,100860,2795197
2803,1481,5843,99797,2795628
2804,142,4431,100506,2796243
2805,612,3499,100539,2796931
2806,3789,4165,100021,2797398
2807,5679,5181,102299,2798667
2808,1978,4311,100287,2798956
2809,2623,1802,101829,2799048
2810,1853,2634,98783,2800333
2811,1757,5641,98777,2800799
2812,3183,2398,99787,2801563
2813,5720,4716,101512,2801891
2814,4616,1606,100660,2804046
2815,183,2728,96826,2806104
2816,881,969,100631,2806418
2817,5359,4429,99399,2808205
2818,4343,1236,98418,2810868
2819,1200,4356,101835,2811372
2820,456,3498,102254,2812811
2821,2459,1752,99909,2817082
2822,1812,2728,102024,2817361
2823,825,3397,98776,2819504
2824,2633,4996,99447,2819897
2825,5910,3463,98357,2820485
2826,4876,4462,99650,2822283
2827,2005,2109,99524,2823679
2828,3632,1367,100209,2825032
2829,1796,2322,98648,2826721
2830,1769,35,100380,2827779
2831,2790,255,100101,2830263
2832,2732,4951,100553,2831539
2833,789,545,99549,2831916
2834,964,1715,100994,2832136
2835,535,2847,100591,2832569
2836,4748,5330,100913,2834510
2837,476,1735,100488,2835522
2838,114,3375,99311,2835653
2839,2869,758,100025,2836378
2840,5356,2531,100100,2837038
2841,409,5317,100507,2837445
2842,5950,600,100126,2838325
2843,5203,2311,101044,2843365
2844,1326,1031,100342,2845022
2845,4018,1637,100043,2845666
2846,2536,119,99432,2847320
2847,974,3232,100366,2847511
2848,246,5663,101190,2848481
2849,5684,4696,100287,2849351
2850,3364,312,98879,2849556
2851,991,889,99493,2850130
2852,5324,733,101257,2851200
2853,3999,1840,98368,2851200
2854,3586,2212,100320,2853940
2855,2278,4826,98973,2857018
2856,2925,753,100793,2857360
2857,1325,5773,98042,2859370
2858,5020,861,99254,2859573
2859,1601,4119,100026,2859603
2860,4371,3611,98773,2862576
2861,1014,5945,99954,2863162
2862,4539,3258,100190,2864836
2863,1190,2700,100372,2865582
2864,2098,6000,100061,2865862
2865,5200,5783,99882,2866790
2866,746,2384,101186,2866803
2867,2658,4798,100324,2867142
2868,5106,5735,99589,2867236
2869,3082,4160,101261,2868768
2870,3793,4317,99256,2869765
2871,2897,5349,100332,2870264
2872,720,4458,99358,2870522
2873,4892,666,100506,2873002
2874,2687,2646,100584,2875402
2875,1728,409,101950,2875802
2876,3323,402,98784,2876441
2877,3694,68,100258,2877717
2878,4699,4020,100553,2878295
2879,5522,4231,100648,2879649
2880,5490,224,100521,2879877
2881,1248,5944,101131,2880186
2882,307,4222,100244,2880723
2883,3662,5333,100740,2880802
2884,4042,4557,97539,2881228
2885,4459,5405,100345,2881717
2886,5681,3297,101302,2881983
2887,5954,4343,101071,2883463
2888,3263,4042,99007,2885122
2889,5768,4802,98816,2886468
2890,1202,5493,100736,2887301
2891,5402,1615,99945,2887818
2892,4052,2087,100016,2889540
2893,4291,2190,100844,2890016
2894,3321,1622,101734,2890523
2895,1317,3680,100159,2890611
2896,1403,1312,99871,2891161
2897,3799,2813,98739,2891579
2898,1862,2525,99087,2891609
2899,3534,3935,100446,2892660
2900,2875,1630,100070,2893825
2901,838,389,101343,2894492
2902,235,4272,99069,2895819
2903,1598,3036,98176,2900104
2904,1118,4969,98795,2902953
2905,3307,953,99295,2903092
2906,5952,4706,100464,2904478
2907,5911,252,99563,2904712
2908,193,4100,98823,2905270
2909,4725,4749,98425,2906169
2910,1636,798,98671,2907287
2911,1989,5894,99625,2907559
2912,4471,3703,100437,2908682
2913,5111,4681,100984,2910155
2914,3585,380,100893,2910339
2915,985,4693,99663,2910365
2916,5998,1353,97967,2910374
2917,2242,2515,98397,2910463
2918,319,518,100774,2910843
2919,3533,4931,100333,2911098
2920,394,5981,100913,2911314
2921,1695,4664,98839,2915832
2922,2424,5620,101169,2915917
2923,2761,807,99259,2916009
2924,2747,1046,99332,2917142
2925,689,292,99029,2917532
2926,3439,1482,100615,2917738
2927,4465,616,98899,2917761
2928,365,2098,101585,2919410
2929,4804,4830,101865,2920288
2930,3253,2461,100581,2923510
2931,2546,1741,98653,2924357
2932,3455,4983,98861,2925478
2933,4444,4652,99498,2926883
2934,3777,3422,100619,2927200
2935,5882,5574,99877,2927354
2936,3832,2329,99729,2927642
2937,4696,606,99667,2930588
2938,5547,4413,100344,2930886
2939,5847,1655,99838,2930934
2940,488,554,98609,2931612
2941,708,2473,100213,2933956
2942,5329,80,100012,2934251
2943,3232,1403,99279,2934416
2944,1559,2378,99929,2934607
2945,504,4687,100825,2934780
2946,4333,332,101059,2935778
2947,4591,4625,99902,2937398
2948,3720,4594,99136,2939728
2949,3771,4518,98949,2940459
2950,1377,1219,98915,2940724
2951,3089,3735,99485,2942733
2952,5528,881,101080,2944620
2953,404,1379,100610,2945006
2954,1134,5755,98970,2945477
2955,4459,234,100325,2947366
2956,2478,1684,99374,2948474
2957,4511,2299,99844,2949268
2958,5709,5483,97999,2950514
2959,2581,4503,100048,2951732
2960,2684,5124,100364,2952269
2961,2344,3003,99910,2953596
2962,3597,4041,99696,2953846
2963,667,2313,100359,2954990
2964,4895,5906,100373,2956291
2965,615,2955,99657,2956365
2966,1744,3532,100368,2956440
2967,4261,3490,100948,2957074
2968,1412,1024,98866,2959134
2969,143,4850,99868,2959867
2970,2980,2063,99060,2960729
2971,5374,4532,101322,2966445
2972,2011,2638,100946,2966676
2973,956,4450,101257,2967420
2974,3726,476,96832,2968161
2975,4634,5594,99565,2968228
2976,3546,5265,99193,2970613
2977,5973,1618,100136,2971198
2978,2104,4941,99879,2971595
2979,3726,1948,101157,2972337
2980,4244,5589,97830,2973086
2981,3301,635,99903,2973614
2982,1376,3434,101202,2980699
2983,808,463,100127,2980905
2984,1825,1327,99701,2981081
2985,3018,8,99836,2981140
2986,4067,2384,100660,2981351
2987,3986,2175,100506,2981958
2988,1980,5081,99404,2981999
2989,640,4535,99552,2983015
2990,4591,4485,99590,2983622
2991,5014,5155,100671,2984306
2992,5881,4549,98926,2984475
2993,4464,3884,99409,2986540
2994,4094,476,99821,2992850
2995,1199,2521,98946,2994130
2996,1240,5577,100233,2995077
2997,173,3455,98457,2995171
2998,801,2509,101440,2996478
2999,5793,2551,101152,2997414
3000,2017,4532,100107,3000490
3001,5634,294,99159,3001354
3002,3653,771,99070,3002622
3003,3482,2911,98673,3004391
3004,4355,154,98917,3005600
3005,2095,1718,103023,3005915
3006,43,5140,101479,3006355
3007,1401,612,98935,3007190
3008,1784,2854,101340,3007726
3009,4738,337,101913,3008554
3010,402,1563,99570,3011232
3011,1810,4214,101586,3012077
3012,2139,3725,101491,3013795
3013,1605,4678,100375,3015178
3014,3192,5794,100694,3015423
3015,4100,3114,100648,3016355
3016,1663,5206,99443,3017411
3017,156,487,98919,3021913
3018,3564,4536,98303,3022053
3019,1992,4857,100454,3023311
3020,5860,4365,99580,3023987
3021,4327,1169,99119,3024184
3022,1194,405,100363,3025356
3023,4401,1754,99991,3027115
3024,5290,2655,97387,3028339
3025,670,907,99963,3029883
3026,5350,3641,100556,3029942
3027,5498,1394,100227,3030036
3028,4273,703,100376,3030689
3029,2111,522,100407,3030783
3030,1683,5093,99570,3032171
3031,4605,4235,99027,3033399
3032,1253,4331,99369,3034933
3033,458,3310,100037,3037633
3034,4459,623,101178,3038051
3035,112,5070,101517,3040194
3036,3198,2516,100929,3040218
3037,222,3880,97075,3043504
3038,5379,3352,100539,3043624
3039,4492,3712,100447,3043667
3040,5939,2859,100068,3046044
3041,4854,3546,99510,3046371
3042,5589,4617,102243,3047013
3043,2632,3270,100087,3047925
3044,3972,2964,101130,3048114
3045,4595,3048,99922,3049769
3046,574,197,100119,3051620
3047,1453,1229,99008,3052918
3048,3392,1883,100108,3056788
3049,3971,2068,98180,3056953
3050,5573,1624,100802,3057472
3051,3009,1103,99244,3057707
3052,5485,1664,99734,3059213
3053,3237,973,101118,3061025
3054,1647,5137,99548,3061083
3055,1498,3976,101872,3067473
3056,2100,4498,100901,3068014
3057,4064,3335,98971,3068614
3058,1667,2545,100681,3068661
3059,5742,5098,98531,3068809
3060,1142,1878,98738,3073997
3061,4752,5018,101030,3074987
3062,3082,486,99345,3077445
3063,906,379,100043,3078535
3064,2587,2633,100233,3078970
3065,1545,3464,99802,3079700
3066,3050,3004,99627,3079762
3067,1,5497,99732,3079918
3068,4379,2419,100925,3081226
3069,1547,4710,102790,3083379
3070,666,3858,99899,3085314
3071,616,5608,100986,3086075
3072,1110,2617,100959,3086328
3073,1803,4520,101332,3088198
3074,3739,1530,100778,3090322
3075,5538,5166,101098,3091600
3076,2285,4348,101394,3091801
3077,3599,4757,99034,3093087
3078,2710,86,100218,3093196
3079,3818,5990,100435,3093568
3080,756,702,101086,3094432
3081,2208,4693,99147,3094483
3082,534,2214,100039,3095037
3083,5198,4919,100823,3095084
3084,5032,4060,99572,3095180
3085,3846,2659,100342,3096302
3086,842,2059,100077,3096477
3087,1350,1385,99770,3097574
3088,407,4898,101088,3097903
3089,5314,920,99683,3098367
3090,2998,5013,99124,3098711
3091,2573,2923,101476,3102024
3092,5659,4066,100155,3102497
3093,240,5205,101002,3102932
3094,4960,2123,99701,3103032
3095,2330,2118,99743,3103429
3096,5912,1338,99435,3103757
3097,4440,2527,99621,3103796
3098,4691,697,100107,3103801
3099,6004,2153,100786,3106156
3100,3354,5179,98518,3107152
3101,5740,4585,100280,3109187
3102,5871,3036,98960,3111687
3103,5339,4346,99000,3112641
3104,3419,5021,98553,3115446
3105,3329,4159,100139,3115690
3106,5517,580,100221,3116060
3107,5706,2200,100213,3116567
3108,2315,3130,102398,3116621
3109,5833,5889,100396,3116839
3110,1877,4008,100049,3116951
3111,4968,668,99815,3116999
3112,4484,2107,101877,3118328
3113,5321,1173,98739,3119197
3114,2206,4531,98688,3119556
3115,3417,3301,97981,3122955
3116,4114,4452,100072,3123154
3117,574,1766,98293,3123520
3118,4975,1059,99936,3123550
3119,3687,2248,99709,3123835
3120,5123,2418,101197,3125068
3121,1897,2057,99178,3127152
3122,3352,5767,101466,3129017
