id,sender_id,receiver_id,amount,start_time,end_time,mpp,is_success,no_balance_count,offline_node_count,timeout_exp,attempts,route,total_fee
1912,2031,2663,100303,1904556,1904950,0,1,0,0,0,1,23867-42205,0
1913,3008,3844,100559,1904840,1905437,0,1,0,0,0,1,26033-32014-35020,1001
1914,2582,2542,100911,1905243,1906038,0,1,0,0,0,1,21634-52731-15024-21073,1001
1915,1651,3475,100980,1905768,1906564,0,1,0,0,0,1,58233-22856-24728-30145,3001
1916,1703,675,99494,1906500,1907098,0,1,0,0,0,1,12414-13299-12396,0
1917,995,1357,99944,1906521,1907118,0,1,0,0,0,1,5647-7502-8597,1049
1918,1002,4276,99963,1907447,1908243,0,1,0,0,0,1,5904-52705-55316-40011,20
1919,2793,624,98903,1908060,1908653,0,1,0,0,0,1,24543-18650-4911,43934
1920,858,4984,101663,1909070,1909868,0,1,0,0,0,1,4798-53249-52993-49545,220
1921,542,4980,99674,1910242,1911038,0,1,0,0,0,1,19508-1923-58441-49537,98
1922,4621,1908,101496,1913827,1914422,0,1,0,0,0,1,45709-52740-14529,102
1923,4786,719,100906,1914255,1915052,0,1,0,0,0,1,47861-48200-48654-3781,1001
1924,4754,1360,99392,1915004,1915599,0,1,0,0,0,1,47503-33092-8615,1058
1925,4021,5918,100656,1916102,1916698,0,1,0,0,0,1,36928-24336-59559,1173
1926,4582,5027,102161,1916879,1917677,0,1,0,0,0,1,59790-13191-52993-49630,219
1927,2919,4832,98928,1917183,1917984,0,1,0,0,0,1,25155-27079-40369-48356,1110
1928,1540,1371,100320,1917984,1918386,0,1,0,0,0,1,11262-9105,0
1929,3357,5714,99209,1923677,1924271,0,1,0,0,0,1,28988-10086-56768,1169
1930,4814,973,100061,1924382,1924975,0,1,0,0,0,1,48714-25217-5541,3
1931,4784,1705,98736,1924656,1925450,0,1,0,0,0,1,47857-44168-20028-12431,1032
1932,2354,291,97574,1926138,1926737,0,1,0,0,0,1,19338-1119-960,1
1933,2903,5775,98690,1927860,1928656,0,1,0,0,0,1,24934-55158-55157-57552,1099
1934,977,5854,99668,1927948,1928548,0,1,0,0,0,1,55774-52095-58325,1001
1935,4147,5142,100174,1929504,1930100,0,1,0,0,0,1,38460-44355-53125,1000
1936,5155,106,100316,1929667,1930066,0,1,0,0,0,1,50873-47575,1000
1937,5202,3343,99788,1930014,1930815,0,1,0,0,0,1,51233-51931-50831-28944,1000
1938,1628,988,100036,1930737,1931329,0,1,0,0,0,1,11904-5810-5599,1
1939,3704,114,99919,1930779,1931177,0,1,0,0,0,1,49327-280,1000
1940,2963,3294,99099,1930780,1931177,0,1,0,0,0,1,25768-30651,1
1941,5741,680,99946,1932121,1932920,0,1,0,0,0,1,58044-59003-24780-3530,1000
1942,3743,2617,100560,1932656,1933056,0,1,0,0,0,1,33563-22242,0
1943,771,5566,100328,1936798,1937594,0,1,0,0,0,1,4226-41447-60191-54830,1001
1944,10,2581,98846,1937037,1937435,0,1,0,0,0,1,3037-22401,98
1945,1292,91,100427,1937067,1937864,0,1,0,0,0,1,8070-24281-17567-14612,1901
1946,3314,3445,99338,1937159,1937955,0,1,0,0,0,1,28783-23574-30674-31507,1000
1947,3913,2136,98631,1937191,1937790,0,1,0,0,0,1,35286-59682-16933,4070
1948,3417,3476,98860,1938714,1939111,0,1,0,0,0,1,32111-30408,1000
1949,1724,1123,102308,1938811,1939406,0,1,0,0,0,1,16840-32062-7739,1011
1950,3870,4341,97663,1939627,1940222,0,1,0,0,0,1,36829-3790-42139,2
1951,494,5851,101596,1939714,1940311,0,1,0,0,0,1,32390-43785-58300,2000
1952,2288,4639,101568,1940961,1941361,0,1,0,0,0,1,26019-47028,101
1953,1455,562,101009,1941742,1942339,0,1,0,0,0,1,9337-52999-2751,231
1954,686,2967,100087,1942840,1943240,0,1,0,0,0,1,3563-27898,0
1955,5215,1003,100155,1943472,1944068,0,1,0,0,0,1,51869-3050-8617,150
1956,4508,3804,100234,1944317,1945112,0,1,0,0,0,1,43920-39796-9539-34051,1002
1957,3344,3874,101205,1944567,1945163,0,1,0,0,0,1,28947-30507-45582,1000
1958,1210,4180,100031,1945102,1945898,0,1,0,0,0,1,7540-51554-51631-38860,1024
1959,2016,2965,103047,1945942,1946341,0,1,0,0,0,1,48308-41862,103
1960,5641,1547,99321,1946614,1947405,0,1,0,0,0,1,55890-50253-13455-11248,2001
1961,5164,2065,101850,1946705,1947500,0,1,0,0,0,1,50965-57006-14693-16116,1000
1962,4621,380,97687,1946747,1947343,0,1,0,0,0,1,45709-52684-1643,98
1963,494,1411,99773,1950911,1951704,0,1,0,0,0,1,2966-5108-4656-8973,3
1964,1968,4132,97878,1952446,1953044,0,1,0,0,0,1,15292-52685-48471,1
1965,4912,3196,99897,1952679,1953472,0,1,0,0,0,1,49387-32108-25604-27832,1092
1966,4191,4610,99529,1953052,1953648,0,1,0,0,0,1,39679-51030-59494,38
1967,5810,3362,100674,1953383,1953987,0,1,0,0,0,1,58291-41300-30314,1001
1968,1093,3691,99649,1954247,1954841,0,1,0,0,0,1,6887-15869-32491,1002
1969,4471,1577,98875,1954775,1955565,0,1,0,0,0,1,52139-52126-27078-11469,46
1970,2156,674,99745,1956809,1957210,0,1,0,0,0,1,18205-3500,1000
1971,2165,3087,99719,1957016,1957812,0,1,0,0,0,1,17306-10396-10728-26745,1001
1972,4806,2989,99700,1958120,1958914,0,1,0,0,0,1,48141-53265-52990-25872,668
1973,4724,5017,100456,1959903,1960692,0,1,0,0,0,1,60165-38903-58441-49610,94
1974,761,4025,102238,1961804,1962203,0,1,0,0,0,1,4183-36956,1000
1975,4962,3228,101397,1962242,1963036,0,1,0,0,0,1,49501-50718-53131-28109,3035
1976,4717,911,99489,1963340,1963740,0,1,0,0,0,1,46979-55547,99
1977,62,5391,101541,1964381,1964979,0,1,0,0,0,1,2133-55586-53482,1219
1978,5673,1905,99483,1966440,1967038,0,1,0,0,0,1,56299-53009-22138,1218
1979,4448,3577,99587,1966811,1967410,0,1,0,0,0,1,42738-39297-34812,2
1980,4885,3826,98611,1966946,1967546,0,1,0,0,0,1,51578-49160-34137,2009
1981,193,5817,100763,1967112,1967708,0,1,0,0,0,1,1832-21135-58052,1001
1982,3370,3919,100385,1973197,1973797,0,1,0,0,0,1,29031-23574-35364,100
1983,1412,968,100053,1976717,1977314,0,1,0,0,0,1,8974-6498-56969,1
1984,2348,5166,97880,1976826,1977429,0,1,0,0,0,1,32397-44998-50996,2000
1985,3556,2647,97122,1976911,1977507,0,1,0,0,0,1,32836-10790-22327,0
1986,3578,3708,100763,1977802,1978400,0,1,0,0,0,1,31177-55774-51031,905
1987,576,4380,100175,1978254,1978849,0,1,0,0,0,1,2842-3935-42415,1
1988,2661,3049,97963,1978816,1979415,0,1,0,0,0,1,33925-25961-53414,0
1989,5164,1261,99088,1979546,1980143,0,1,0,0,0,1,50965-13438-13837,1001
1990,2747,5512,99338,1981056,1981846,0,1,0,0,0,1,23383-23429-53008-54382,1219
1991,3660,2527,100221,1982259,1982854,0,1,0,0,0,1,33928-52678-20939,101
1992,997,5506,100430,1983415,1984012,0,1,1,0,0,2,8604-15287-54306,50002
1993,1497,4739,99414,1983613,1984211,0,1,0,0,0,1,20066-53003-47406,1218
1994,3979,3169,100564,1983862,1984457,0,1,0,0,0,1,36175-31839-27784,1250
1995,4097,1456,99603,1985315,1985911,0,1,0,0,0,1,37862-57981-13105,1
1996,2452,4615,99463,1988260,1989063,0,1,0,0,0,1,20174-41447-60191-45650,1001
1997,159,3798,99033,1989734,1989734,0,0,0,0,0,1,-1,
1998,2522,5970,98902,1990699,1991493,0,1,0,0,0,1,20907-5038-10575-60578,801
1999,5651,5616,97024,1991341,1991934,0,1,0,0,0,1,56032-53237-57844,220
2000,3005,822,99904,1993997,1994593,0,1,0,0,0,1,25995-324-4539,2000
2001,851,5432,100047,1995306,1996101,0,1,0,0,0,1,4751-52755-48359-53704,2000
2002,3842,2424,101648,1995478,1996676,0,1,0,0,0,1,53805-56253-19122-12025-12356-19895,2682
2003,3786,3744,99678,1998013,1998412,0,1,0,0,0,1,34217-41073,0
2004,785,5162,100654,1998389,1999187,0,1,0,0,0,1,11706-33777-33384-50899,2000
2005,2712,5714,101045,1998590,1999193,0,1,0,0,0,1,25538-33022-56768,2171
2006,2773,1526,101598,2000037,2000834,0,1,0,0,0,1,23577-56814-13298-10993,1000
2007,4467,591,100204,2000396,2000993,0,1,0,0,0,1,43150-45787-2934,2000
2008,4157,5485,99756,2002791,2003588,0,1,0,0,0,1,38568-1993-53008-54088,1220
2009,2993,3318,99325,2003043,2003640,0,1,0,0,0,1,25886-23575-28794,0
2010,650,4319,99305,2003095,2003691,0,1,0,0,0,1,3315-3935-40748,1
2011,5295,3064,97869,2003149,2004144,0,1,0,0,0,1,52346-34359-5815-42277-26538,1002
2012,1418,4650,98023,2003726,2004327,0,1,0,0,0,1,9048-25120-45947,1001
2013,3798,5030,98891,2004554,2004554,0,0,0,0,0,1,-1,
2014,5646,1252,101627,2004582,2005379,0,1,0,0,0,1,55949-49791-49820-7743,1041
2015,2821,477,100068,2005065,2005465,0,1,0,0,0,1,24107-2368,1000
2016,1265,4530,99959,2005282,2005881,0,1,0,0,0,1,30703-14697-45034,2
2017,848,4472,99174,2007710,2008509,0,1,0,0,0,1,4725-60781-60782-43253,20
2018,5283,5685,99283,2008523,2009318,0,1,0,0,0,1,52259-53002-31785-56411,2218
2019,5555,402,101316,2012002,2012800,0,1,0,0,0,1,54791-48200-48898-1929,1002
2020,4878,4857,100821,2012801,2013400,0,1,0,0,0,1,49120-14002-49193,2
2021,1489,3793,99226,2013590,2014179,0,1,0,0,0,1,10395-52759-41080,1
2022,1848,645,100569,2015062,2015662,0,1,0,0,0,1,22657-52684-6967,101
2023,2454,5614,102035,2015103,2015903,0,1,0,0,0,1,20185-60286-48201-55362,1002
2024,3208,377,99647,2015148,2015743,0,1,0,0,0,1,50049-6484-10675,1
2025,1432,1817,98087,2015952,2016551,0,1,0,0,0,1,9240-15903-13807,1000
2026,186,5897,101037,2018775,2019373,0,1,0,0,0,1,41162-20526-59239,202
2027,2540,4788,100127,2019451,2020246,0,1,0,0,0,1,21068-1965-53008-47864,1220
2028,4063,1655,99452,2019753,2020150,0,1,0,0,0,1,39461-17016,1000
2029,4769,1655,100702,2020630,2021222,0,1,0,0,0,1,52208-13027-12093,1
2030,4049,3730,99573,2020786,2021388,0,1,0,0,0,1,37345-1423-32880,2
2031,3829,3077,100807,2021476,2022270,0,1,0,0,0,1,34172-48507-18689-26652,1005
2032,43,4403,101129,2022239,2022437,0,1,0,0,0,1,44802,0
2033,2714,4148,98572,2022558,2023351,0,1,0,0,0,1,22972-32889-32828-38470,1001
2034,3170,3496,100397,2023102,2023694,0,1,0,0,0,1,27610-33896-41153,1000
2035,4464,5898,100537,2025007,2025805,0,1,0,0,0,1,43115-48864-30311-59240,3025
2036,4011,1387,98829,2025631,2026427,0,1,0,0,0,1,36833-41837-52730-8792,1099
2037,1166,3356,99272,2027049,2027450,0,1,0,0,0,1,7270-29167,1
2038,1031,1153,101345,2031512,2032108,0,1,0,0,0,1,6397-15320-7207,101
2039,4940,3100,100847,2031746,2032543,0,1,0,0,0,1,49456-51632-39619-26926,1081
2040,3120,2799,100613,2032610,2033608,0,1,1,0,0,2,27177-52997-23916,220
2041,3259,5753,100775,2033999,2034796,0,1,0,0,0,1,28350-58627-58641-57440,420
2042,164,5119,98584,2035003,2035399,0,1,0,0,0,1,493-50496,1000
2043,5047,3405,98314,2036085,2036482,0,1,0,0,0,1,49837-34178,1000
2044,4379,3986,99354,2036324,2036922,0,1,0,0,0,1,46987-52729-36272,1000
2045,1253,3979,100122,2036350,2036945,0,1,0,0,0,1,11313-31838-36174,1250
2046,1070,871,100965,2037127,2037725,0,1,0,0,0,1,6584-5691-26239,1
2047,270,1285,99880,2037825,2038418,0,1,0,0,0,1,5907-27079-14790,42
2048,4088,2091,102201,2039404,2040004,0,1,0,0,0,1,37699-1226-16339,2
2049,3464,1985,100062,2039837,2040234,0,1,0,0,0,1,30097-15303,1010
2050,5015,2236,100067,2040033,2040630,0,1,0,0,0,1,49607-58440-18172,1046
2051,987,5112,99784,2040429,2041226,0,1,0,0,0,1,5592-23511-6287-50438,99
2052,1849,5010,100004,2040942,2041537,0,1,0,0,0,1,14071-58441-49596,92
2053,3801,553,99878,2043916,2044510,0,1,0,0,0,1,34157-23476-2711,1000
2054,366,4408,100790,2045500,2046300,0,1,0,0,0,1,1465-38220-27718-50785,22
2055,354,4716,100493,2047768,2048165,0,1,0,0,0,1,52667-46972,0
2056,277,2752,99490,2049412,2050204,0,1,0,0,0,1,904-8080-42369-23392,999
2057,2169,96,99474,2049702,2050497,0,1,0,0,0,1,17398-5154-727-230,2000
2058,5198,5864,101465,2050072,2050871,0,1,0,0,0,1,51211-46400-48932-60895,1003
2059,631,3539,100086,2050285,2050686,0,1,0,0,0,1,3207-30793,0
2060,3991,3794,98413,2052310,2052710,0,1,0,0,0,1,41143-49147,0
2061,621,2246,99350,2052918,2053320,0,1,0,0,0,1,48384-24456,0
2062,970,1136,99210,2055046,2055643,0,1,0,0,0,1,8058-6508-7119,1
2063,3867,4393,98636,2055826,2056628,0,1,0,0,0,1,34583-51464-44099-41801,2000
2064,4763,3420,101971,2056347,2057144,0,1,0,0,0,1,47674-19457-5690-38797,1001
2065,1181,1236,99550,2060752,2061346,0,1,0,0,0,1,7332-28735-7782,1001
2066,475,3614,100614,2061847,2062245,0,1,0,0,0,1,6173-31704,1
2067,4943,2108,101299,2062107,2062900,0,1,0,0,0,1,49463-58440-15634-16521,1093
2068,3970,3858,99711,2062652,2063048,0,1,0,0,0,1,44097-34474,99
2069,4714,3873,99589,2063077,2063674,0,1,0,0,0,1,60412-17326-34644,10
2070,2058,2176,99653,2063831,2064424,0,1,0,0,0,1,16038-15107-18514,2
2071,5445,5547,98670,2064574,2065170,0,1,0,0,0,1,53803-53505-54716,2000
2072,1290,5662,99617,2064678,2065474,0,1,0,0,0,1,15200-9977-18236-56162,1002
2073,5342,2832,101115,2065596,2066194,0,1,0,0,0,1,57390-1397-24221,2
2074,4166,4580,101237,2065776,2066372,0,1,0,0,0,1,59089-55316-45123,20
2075,3326,3308,100277,2066062,2066458,0,1,0,0,0,1,28829-28770,0
2076,4835,1964,99859,2067303,2068098,0,1,0,0,0,1,48415-23574-15024-15061,1000
2077,2544,5865,98601,2068423,2069018,0,1,0,0,0,1,21253-9976-58569,2
2078,5744,2307,99311,2070134,2070731,0,1,0,0,0,1,57096-5772-21779,1
2079,352,897,100148,2072507,2073108,0,1,0,0,0,1,12388-13298-5078,0
2080,2186,4377,99514,2072704,2073300,0,1,0,0,0,1,17638-22696-42462,1001
2081,5443,3481,99760,2073160,2073755,0,1,0,0,0,1,55009-3934-30483,1
2082,3097,3783,99740,2074577,2075177,0,1,0,0,0,1,26964-1240-49301,2
2083,5283,551,100059,2075997,2076792,0,1,0,0,0,1,52259-51630-51553-2705,1000
2084,3963,5162,99114,2076806,2077602,0,1,0,0,0,1,36001-1318-41307-50899,1002
2085,1290,644,101460,2077091,2077686,0,1,0,0,0,1,23037-22997-3284,2001
2086,4027,3857,99327,2080052,2080654,0,1,0,0,0,1,36964-29157-34458,1050
2087,5593,2718,100328,2082115,2082713,0,1,0,0,0,1,55041-37281-23084,1020
2088,3922,2710,101448,2082912,2083514,0,1,0,0,0,1,35981-52034-22846,1001
2089,5090,3889,100601,2085668,2086265,0,1,0,0,0,1,50306-727-34892,1000
2090,4665,3681,98814,2085700,2086293,0,1,0,0,0,1,46258-24781-32421,0
2091,1999,52,98217,2085820,2086219,0,1,0,0,0,1,22393-12762,1000
2092,183,5292,102327,2085823,2086420,0,1,0,0,0,1,2224-52679-52693,1
2093,2951,2887,99311,2086203,2086798,0,1,0,0,0,1,25566-23346-24799,1
2094,5100,2627,100407,2088949,2089546,0,1,0,0,0,1,50382-8330-22126,1
2095,1813,469,100557,2090945,2091545,0,1,0,0,0,1,21227-38681-2308,1001
2096,3089,2586,101174,2091888,2092488,0,1,0,0,0,1,27106-1573-21674,2
2097,810,5513,100371,2092903,2093703,0,1,0,0,0,1,4496-27079-40369-54385,1110
2098,1712,4103,100372,2094798,2095390,0,1,0,0,0,1,12477-7053-37897,1440
2099,5460,731,101007,2095110,2095707,0,1,0,0,0,1,53941-40776-3971,2
2100,2427,4257,99771,2095633,2096230,0,1,0,0,0,1,19942-17569-39811,1001
2101,2492,1789,99699,2096449,2097045,0,1,0,0,0,1,20555-10298-13167,2
2102,1307,718,99522,2097857,2098257,0,1,0,0,0,1,8158-3777,0
2103,3305,5875,98993,2097913,2098708,0,1,0,0,0,1,28765-23574-15024-58749,1000
2104,5908,4982,101542,2098719,2099512,0,1,0,0,0,1,59324-46623-49356-49540,1000
2105,1430,2094,101686,2099280,2099874,0,1,0,0,0,1,9252-52697-24001,1
2106,3001,1609,101322,2100078,2100674,0,1,0,0,0,1,25978-8863-11746,2000
2107,694,151,101155,2104945,2105540,0,1,0,0,0,1,14014-17982-21921,1
2108,798,1559,97963,2105030,2105428,0,1,0,0,0,1,4397-12033,0
2109,5199,5339,99574,2107209,2107805,0,1,0,0,0,1,51521-52671-52901,1000
2110,2584,2804,100708,2107378,2108172,0,1,0,0,0,1,21647-52677-23960-23948,1001
2111,432,3453,101426,2107380,2107976,0,1,0,0,0,1,2103-54112-29874,2172
2112,2212,2461,99717,2108962,2109559,0,1,0,0,0,1,23498-14053-20276,1
2113,396,2808,100247,2109043,2109639,0,1,0,0,0,1,1849-23960-23965,1000
2114,5480,5829,98955,2109188,2109985,0,1,0,0,0,1,54077-51632-51631-58174,1012
2115,3253,3262,99390,2110099,2110900,0,1,0,0,0,1,28339-23574-43076-40525,99
2116,4614,5942,99493,2110409,2111208,0,1,0,0,0,1,45649-53009-54928-59877,2218
2117,4260,5733,100465,2110676,2111471,0,1,0,0,0,1,39822-57445-59537-56858,1021
2118,2608,3907,98388,2112048,2112645,0,1,0,0,0,1,21969-38205-41798,2
2119,862,3579,99708,2112285,2112879,0,1,0,0,0,1,14149-23607-31180,1000
2120,2901,2360,101159,2113113,2113713,0,1,0,0,0,1,24964-5702-19389,1
2121,1221,5265,99163,2113593,2114190,0,1,0,0,0,1,7587-4782-51925,10594
2122,5987,1866,99547,2115424,2116021,0,1,0,0,0,1,60640-13377-14164,4
2123,1838,4458,100971,2116513,2117111,0,1,0,0,0,1,13998-1213-42876,11
2124,3513,5490,99230,2117173,2117971,0,1,0,0,0,1,31939-9828-54099-54107,1002
2125,3746,5179,100373,2117179,2117973,0,1,0,0,0,1,32994-49827-49732-51096,1041
2126,1042,242,101622,2118583,2119178,0,1,0,0,0,1,6288-17467-21367,23054
2127,3264,5848,101836,2118755,2119555,0,1,0,0,0,1,28383-52667-48359-58294,1001
2128,2599,1512,99415,2118904,2119495,0,1,0,0,0,1,47247-52666-10877,100
2129,1921,1146,100239,2122551,2123351,0,1,0,0,0,1,14678-3880-11305-7179,1001
2130,1260,5605,98473,2124978,2125574,0,1,0,0,0,1,7799-30942-55304,1001
2131,4096,4590,99391,2125040,2125437,0,1,0,0,0,1,52763-45236,1000
2132,4158,3989,100121,2126037,2126836,0,1,0,0,0,1,38612-37787-27704-36328,3000
2133,5080,5910,99539,2126055,2126653,0,1,0,0,0,1,52487-60097-59390,2000
2134,111,5697,101115,2126074,2126671,0,1,0,0,0,1,26663-9548-56627,2
2135,2788,2734,100317,2128304,2128900,0,1,0,0,0,1,23817-42368-46970,1000
2136,3877,5086,99422,2129102,2130096,0,1,0,0,0,1,34678-53899-6258-21023-50279,2002
2137,5581,1504,100564,2129127,2129920,0,1,0,0,0,1,54916-50809-37841-10782,2010
2138,5286,4731,98755,2130009,2131009,0,1,0,0,0,1,52267-55156-46636-28909-47239,2001
2139,3816,3749,101731,2130123,2130915,0,1,0,0,0,1,34023-32108-3458-33047,94
2140,3548,4100,99649,2131860,2132455,0,1,0,0,0,1,30906-6491-53008,219
2141,3785,3342,100986,2132609,2133402,0,1,0,0,0,1,33580-39517-23575-28942,1000
2142,1218,2756,101405,2133603,2133999,0,1,0,0,0,1,7803-23440,1000
2143,2221,616,101409,2133626,2134220,0,1,0,0,0,1,19291-1119-3084,1
2144,2880,4537,101400,2134227,2134823,0,1,0,0,0,1,32934-52685-48370,102
2145,2778,2207,98608,2134247,2134842,0,1,0,0,0,1,25086-17326-17821,10
2146,5500,723,100292,2134432,2135035,0,1,0,0,0,1,54628-4239-8482,0
2147,1653,700,100052,2136492,2137092,0,1,0,0,0,1,52899-50015-3746,1000
2148,4216,4918,99740,2138943,2139738,0,1,0,0,0,1,48319-54476-58441-49410,191
2149,1441,5223,98566,2140441,2141035,0,1,0,0,0,1,9233-27068-51409,2237
2150,612,941,99697,2140467,2141060,0,1,0,0,0,1,3048-3857-5319,1
2151,4458,3821,101665,2141063,2141663,0,1,0,0,0,1,42877-1298-34775,2
2152,1009,5269,99085,2141193,2141989,0,1,0,0,0,1,6275-41447-60191-51977,1001
2153,3164,1724,99671,2141280,2141679,0,1,0,0,0,1,39037-32727,1049
2154,3900,665,98738,2144336,2144929,0,1,0,0,0,1,35072-29503-3422,6099
2155,5670,4533,100437,2144409,2145009,0,1,0,0,0,1,56282-42493-49906,1127
2156,3384,1393,98970,2145127,2145922,0,1,0,0,0,1,29059-23574-23836-8825,99
2157,4054,4551,99919,2145950,2146347,0,1,0,0,0,1,37279-44646,1000
2158,5430,4167,100426,2146199,2146790,0,1,0,0,0,1,55180-52685-41892,1
2159,744,4421,102509,2147334,2148331,0,1,0,0,0,1,4063-13240-13298-21519-42662,302
2160,3156,1480,101261,2148333,2148732,0,1,0,0,0,1,29908-12883,2010
2161,5372,428,99776,2149994,2150788,0,1,0,0,0,1,53393-56383-13851-2078,1219
2162,1196,1047,101063,2150313,2150910,0,1,0,0,0,1,7406-7026-6315,441
2163,4941,2621,101232,2150364,2151160,0,1,0,0,0,1,49459-58440-24645-22093,1044
2164,5130,3952,101952,2152974,2153574,0,1,0,0,0,1,50609-48998-35881,2028
2165,40,189,100712,2153760,2154158,0,1,0,0,0,1,3187-52756,0
2166,2093,2737,100452,2156722,2157318,0,1,0,0,0,1,16374-1394-23331,2
2167,260,5356,101924,2156757,2157555,0,1,0,0,0,1,1219-58614-55595-53344,1220
2168,4025,1935,100034,2157382,2157978,0,1,0,0,0,1,36957-260-23322,2000
2169,4151,624,101008,2157491,2158090,0,1,0,0,0,1,38504-1505-3127,2
2170,157,850,99921,2158334,2158932,0,1,0,0,0,1,13294-11519-4743,1
2171,655,3949,100508,2158464,2159062,0,1,0,0,0,1,3706-14333-35823,1011
2172,2347,1735,98724,2159201,2159796,0,1,0,0,0,1,19289-16878-12629,1010
2173,1802,4907,99382,2159899,2160694,0,1,0,0,0,1,15075-50705-50831-49376,1001
2174,3765,557,98153,2161871,2162471,0,1,0,0,0,1,34155-1226-2763,2
2175,3139,4131,98365,2162564,2163165,0,1,0,0,0,1,27270-6487-39373,1
2176,806,957,98187,2166575,2166971,0,1,0,0,0,1,4956-5427,0
2177,5183,2101,100293,2167250,2168048,0,1,0,0,0,1,51118-44168-18744-16435,1005
2178,1143,2749,101009,2167285,2167886,0,1,0,0,0,1,40981-42369-23386,102
2179,3373,3543,101597,2167584,2168179,0,1,0,0,0,1,29037-23574-33986,0
2180,4023,3709,101358,2167702,2168503,0,1,0,0,0,1,36934-48507-29292-32641,2045
2181,4812,3851,100577,2169695,2170295,0,1,0,0,0,1,48190-52703-41844,1010
2182,5016,5898,100164,2170134,2171134,0,1,0,0,0,1,49609-51632-51553-30243-59240,1000
2183,4646,3716,101664,2172084,2172682,0,1,0,0,0,1,45932-47959-32685,2000
2184,1188,2062,101425,2172899,2173494,0,1,0,0,0,1,46923-52729-16084,1000
2185,3926,5319,100306,2174843,2175437,0,1,0,0,0,1,35475-27096-52593,2000
2186,2187,4413,98402,2175138,2175937,0,1,0,0,0,1,17643-10520-54159-42232,1002
2187,4890,455,100825,2175435,2175829,0,1,0,0,0,1,49243-2232,1000
2188,1369,3773,98565,2177308,2177912,0,1,0,0,0,1,8684-3935-39065,1
2189,305,619,100140,2177805,2178398,0,1,0,0,0,1,1010-56785-4092,1000
2190,4044,3123,99211,2181767,2182363,0,1,0,0,0,1,37222-19263-42760,132
2191,2549,3319,101368,2183090,2183882,0,1,0,0,0,1,21195-52753-23575-28796,1
2192,4100,5897,98540,2184696,2185296,0,1,0,0,0,1,53009-53272-59239,318
2193,3908,2076,99523,2186701,2187299,0,1,0,0,0,1,40314-56449-24447,0
2194,469,4218,97961,2187445,2187845,0,1,0,0,0,1,2917-39304,1000
2195,3457,1603,99071,2187551,2188145,0,1,0,0,0,1,29894-11285-11704,1000
2196,360,5644,99659,2188237,2188833,0,1,0,0,0,1,8581-58392-57787,1000
2197,315,2783,98242,2188939,2189733,0,1,0,0,0,1,1040-8009-1217-23782,2
2198,3333,5097,100489,2189394,2190194,0,1,0,0,0,1,28843-32108-27136-50355,94
2199,553,1020,102109,2189823,2190416,0,1,0,0,0,1,2710-24781-14038,0
2200,490,3321,100404,2190580,2191373,0,1,0,0,0,1,5914-50705-50831-28800,1
2201,3952,3300,99733,2191850,2192643,0,1,0,0,0,1,35880-52751-23575-28754,0
2202,3866,993,100479,2193138,2193733,0,1,0,0,0,1,34553-728-5633,1000
2203,5323,5557,101039,2196557,2197153,0,1,0,0,0,1,52937-41293-54794,2009
2204,1567,4822,100069,2200207,2200806,0,1,0,0,0,1,11912-42661-48336,2000
2205,1187,3346,100128,2200413,2201208,0,1,0,0,0,1,7353-50569-50831-28950,12
2206,879,3097,99807,2201593,2201991,0,1,0,0,0,1,6779-27447,1
2207,4016,2317,100153,2203178,2203776,0,1,0,0,0,1,36876-24280-18999,1000
2208,5131,3748,99986,2204055,2205045,0,1,0,0,0,1,50613-40524-43077-42184-33013,2001
2209,1258,420,99029,2206835,2207430,0,1,0,0,0,1,8176-7026-2015,440
2210,554,4375,99539,2207612,2208207,0,1,0,0,0,1,41524-42184-41645,1000
2211,2445,3671,99860,2208599,2209198,0,1,0,0,0,1,21995-23751-32357,1000
2212,5616,3305,101467,2209567,2210165,0,1,0,0,0,1,57845-52990-28764,219
2213,2246,5153,99778,2210301,2210897,0,1,0,0,0,1,24457-48359-51230,1000
2214,385,1113,99212,2212160,2212556,0,1,0,0,0,1,1685-6988,1
2215,1371,3124,99416,2213593,2213989,0,1,0,0,0,1,8834-33947,0
2216,592,4753,100237,2213800,2214401,0,1,0,0,0,1,2937-1563-47497,2
2217,1418,4489,99016,2214160,2214959,0,1,0,0,0,1,9048-22023-55773-43626,1011
2218,4111,1270,101593,2214164,2214964,0,1,0,0,0,1,37927-26528-31450-7855,5051
2219,3665,4218,100803,2214942,2215538,0,1,0,0,0,1,32318-9607-39308,2
2220,2032,2282,102605,2214991,2215589,0,1,0,0,0,1,15829-30279-29999,490
2221,3577,1360,100750,2217549,2218146,0,1,0,0,0,1,34813-6996-8615,51
2222,847,974,100573,2218735,2219334,0,1,0,0,0,1,4714-1217-5544,2
2223,4395,410,100291,2219576,2219971,0,1,0,0,0,1,41803-56257,898
2224,3916,4776,99190,2220349,2220948,0,1,0,0,0,1,35907-44169-47840,32228
2225,1143,473,98705,2221575,2222173,0,1,0,0,0,1,7165-3934-4518,1
2226,1218,1304,98746,2222631,2223030,0,1,0,0,0,1,7572-8131,0
2227,4335,3694,99628,2225139,2225735,0,1,0,0,0,1,41823-50017-32496,0
2228,1082,1378,96681,2225159,2225751,0,1,0,0,0,1,20690-52685-22444,97
2229,4164,4421,101936,2227373,2228167,0,1,0,0,0,1,38650-3885-21519-42662,301
2230,953,3459,98792,2233475,2234073,0,1,0,0,0,1,16944-9474-29927,2
